ID,F21,F22,F21a,F22a,F21b,F22b,F22c
440081,2800000,36987,280,12.19999981,280,12.19999981,13.39999962
440082,2500000,20797,250,6.900000095,188,6.900000095,7.599999905
440083,2350000,23109,235,7.599999905,235,7.599999905,8.399999619
440084,1760000,,176,,,,
440085,1600000,,160,,,,
440086,3550000,31739,355,10.5,355,10.5,11.60000038
440087,2400000,19702,240,6.5,240,6.5,7.199999809
440088,2800000,22200,280,7.300000191,280,7.300000191,8
440089,6500000,53105,650,17.60000038,650,17.60000038,19.39999962
440090,4200000,36764,420,12.19999981,420,12.19999981,13.39999962
440091,4550000,50187,455,16.60000038,455,16.60000038,18.29999924
440092,1200000,16360,120,5.400000095,120,5.400000095,5.599999905
440093,800000,21100,80,7,80,7,7.699999809
440094,5700000,30817,570,10.19999981,477,10.5,11.60000038
440095,3700000,30534,370,10.10000038,277,10,10.39999962
440096,1400000,19783,140,6.5,140,6.5,6.800000191
440097,3950000,33218,395,11,395,11,12.10000038
440098,3110000,27211,311,9,311,9,9.899999619
440099,2450000,26767,245,8.800000191,245,8.800000191,9.699999809
440100,3000000,24868,300,8.199999809,300,8.199999809,9
440101,2600000,19408,260,6.400000095,260,6.400000095,7
440102,4500000,50201,450,16.60000038,326,18,19.79999924
440103,1850000,29468,185,9.699999809,185,9.699999809,10.69999981
440104,9800000,27223,980,9,794,8.699999809,9.600000381
440105,3620000,33512,362,11.10000038,362,11.10000038,12.19999981
440106,3000000,24687,300,8.199999809,300,8.199999809,9
440107,3270000,36418,327,12,327,12,13.19999981
440108,4050000,31563,405,10.39999962,405,10.39999962,11.39999962
440109,1700000,24160,170,8,170,8,8.800000191
440110,1420000,19086,142,6.300000191,142,6.300000191,6.900000095
440111,1200000,25489,120,8.399999619,120,8.399999619,9.199999809
440112,29970000,62863,2997,20.79999924,2717,20.79999924,22.89999962
440113,5500000,44860,550,14.80000019,550,14.80000019,16.29999924
440114,1550000,15990,155,5.300000191,155,5.300000191,5.800000191
440115,2050000,17018,205,5.599999905,205,5.599999905,6.199999809
440116,15000000,39004,1500,12.89999962,1500,12.89999962,14.19999981
440117,2600000,19278,260,6.400000095,260,6.400000095,7
440118,16500000,54726,1650,18.10000038,1650,18.10000038,19.89999962
440119,7800000,24480,780,8.100000381,718,8.199999809,8.600000381
440120,6300000,46595,630,15.39999962,630,15.39999962,16.89999962
440121,7000000,45118,700,14.89999962,610,14.89999962,16.39999962
440122,3880000,31997,388,10.60000038,388,10.60000038,11.69999981
440123,1415000,15945,141.5,5.300000191,141.5,5.300000191,5.800000191
440124,1950000,17363,195,5.699999809,195,5.699999809,6.300000191
440125,2700000,33375,270,11,270,11,12.10000038
440126,4700000,48958,470,16.20000076,,29.04000092,
440127,3250000,28175,325,9.300000191,325,9.300000191,10.19999981
440128,7350000,48712,735,16.10000038,735,16.10000038,17.70000076
440129,5380000,43861,538,14.5,538,14.5,15.19999981
440130,8400000,46192,840,15.30000019,740,15.30000019,16
440131,8750000,33811,875,11.19999981,782,12.10000038,13.30000019
440132,2100000,20388,210,6.699999809,210,6.699999809,7.400000095
440133,2300000,20417,230,6.699999809,168,6.699999809,7.400000095
440134,2100000,20780,210,6.900000095,210,6.900000095,7.599999905
440135,1530000,21411,153,7.099999905,153,7.099999905,7.800000191
440136,3500000,38456,350,12.69999981,350,12.69999981,14
440137,5400000,28421,540,9.399999619,447,9.199999809,9.600000381
440138,905000,11973,90.5,4,90.5,4,4.400000095
440139,1700000,20947,170,6.900000095,170,6.900000095,7.599999905
440140,1460000,19436,146,6.400000095,146,6.400000095,7
440141,6800000,44009,680,14.5,595,14.5,16
440142,6880000,45006,688,14.89999962,598,14.89999962,16.39999962
440143,9500000,44660,950,14.80000019,830,14.80000019,16.29999924
440144,11850000,57397,1185,19,1070,19,20.89999962
440145,6880000,44970,688,14.89999962,608,14.89999962,16.39999962
440146,2490000,37798,249,12.5,249,12.5,13.80000019
440147,2000000,29110,200,9.600000381,200,9.600000381,10.60000038
440148,1750000,32919,175,10.89999962,175,10.89999962,12
440149,4200000,27348,420,9,327,8.699999809,9.600000381
440150,780000,11442,78,3.799999952,78,3.799999952,4.199999809
440151,7200000,46485,720,15.39999962,596,15.69999981,17.29999924
440152,8600000,42138,860,13.89999962,860,13.89999962,14.5
440153,2650000,21049,265,7,265,7,7.699999809
440154,1650000,24362,165,8.100000381,165,8.100000381,8.899999619
440155,6250000,38180,625,12.60000038,625,12.60000038,13.19999981
440156,2150000,12684,215,4.199999809,215,4.199999809,4.599999905
440157,6200000,26235,620,8.699999809,620,8.699999809,9.600000381
440158,5000000,30679,500,10.10000038,500,10.10000038,11.10000038
440159,2500000,36169,250,12,250,12,12.5
440160,6770000,42550,677,14.10000038,582,14.10000038,15.5
440161,4700000,36158,470,12,470,12,13.19999981
440162,1300000,21691,130,7.199999809,130,7.199999809,7.900000095
440163,1300000,21536,130,7.099999905,130,7.099999905,7.800000191
440164,2000000,20921,200,6.900000095,138,6.900000095,7.599999905
440165,7400000,29013,740,9.600000381,740,9.600000381,10.60000038
440166,1700000,20396,170,6.699999809,170,6.699999809,7.400000095
440167,2200000,20840,220,6.900000095,220,6.900000095,7.599999905
440168,810000,24773,81,8.199999809,81,8.199999809,9
440169,3020000,27015,302,8.899999619,302,8.899999619,9.800000191
440170,1600000,18474,160,6.099999905,160,6.099999905,6.699999809
440171,2250000,16714,225,5.5,225,5.5,6.099999905
440172,2250000,16721,225,5.5,225,5.5,6.099999905
440173,1900000,33182,190,11,190,11,12.10000038
440174,3000000,6945,300,2.299999952,300,2.299999952,2.5
440175,2100000,17545,210,5.800000191,148,5.400000095,5.900000095
440176,4000000,40879,400,13.5,400,13.5,14.89999962
440177,2000000,21370,200,7.099999905,200,7.099999905,7.800000191
440178,8500000,52418,850,17.29999924,710,18.5,20.39999962
440179,1300000,24177,130,8,130,8,8.800000191
440180,2500000,32884,250,10.89999962,250,10.89999962,12
440181,2800000,31362,280,10.39999962,280,10.39999962,11.39999962
440182,1100000,12424,110,4.099999905,110,4.099999905,4.5
440183,2950000,21854,295,7.199999809,251.6000061,6.900000095,7.599999905
440184,4380000,45313,438,15,438,15,16.5
440185,5380000,33873,538,11.19999981,538,11.19999981,12.30000019
440186,800000,,80,,,,
440187,8370000,40927,837,13.5,837,13.5,14.89999962
440188,2500000,24852,250,8.199999809,250,8.199999809,9
440189,7450000,30289,745,10,745,10,11
440190,2900000,24851,290,8.199999809,290,8.199999809,8.600000381
440191,3250000,23951,325,7.900000095,325,7.900000095,8.699999809
440192,2300000,24742,230,8.199999809,230,8.199999809,9
440193,3150000,22581,315,7.5,315,7.5,8.300000191
440194,2700000,24287,270,8,270,8,8.800000191
440195,2400000,27099,240,9,240,9,9.899999619
440196,30952950,31763,3095.300049,10.5,,294.7862549,
440197,3300000,35823,330,11.80000019,330,11.80000019,13
440198,2500000,27048,250,8.899999619,250,8.899999619,9.800000191
440199,140000,16471,14,5.400000095,,2.571249962,
440200,1600000,24487,160,8.100000381,160,8.100000381,8.899999619
440201,3500000,25161,350,8.300000191,350,8.300000191,9.100000381
440202,1700000,24887,170,8.199999809,170,8.199999809,9
440203,3400000,22782,340,7.5,278,8.199999809,9
440204,1800000,16679,180,5.5,180,5.5,6.099999905
440205,6600000,42899,660,14.19999981,580,14.19999981,15.60000038
440206,9300000,43584,930,14.39999962,810,14.39999962,15.80000019
440207,7250000,45115,725,14.89999962,610,14.89999962,16.39999962
440208,3000000,25693,300,8.5,300,8.5,9.399999619
440209,7200000,35496,720,11.69999981,720,11.69999981,12.89999962
440210,5280000,44106,528,14.60000038,528,14.60000038,16.10000038
440211,3260000,28966,326,9.600000381,326,9.600000381,10.60000038
440212,6100000,29638,610,9.800000191,517,9.699999809,10.69999981
440213,1360000,15987,136,5.300000191,136,5.300000191,5.800000191
440214,3988764,9360,398.8999939,3.099999905,,128.9103699,
440215,16250000,38364,1625,12.69999981,1625,12.69999981,14
440216,15680000,50582,1568,16.70000076,1568,16.70000076,18.39999962
440217,1000000,18734,100,6.199999809,100,6.199999809,6.800000191
440218,5150000,30824,515,10.19999981,515,10.19999981,11.19999981
440219,5100000,43412,510,14.39999962,510,14.39999962,15.80000019
440220,2000000,22031,200,7.300000191,200,7.300000191,8
440221,400000,,40,,,,
440222,1680000,18621,168,6.199999809,168,6.199999809,6.800000191
440223,3800000,65988,380,21.79999924,380,21.79999924,24
440224,700000,22477,70,7.400000095,70,7.400000095,8.100000381
440225,400000,,40,,,,
440226,95050000,48396,9505,16,,594.1099854,
440227,6000000,40558,600,13.39999962,520,13.39999962,14.69999981
440228,4050000,28492,405,9.399999619,312,9.199999809,10.10000038
440229,2450000,26650,245,8.800000191,245,8.800000191,9.199999809
440230,3000000,22787,300,7.5,238,8.600000381,9.5
440231,1900000,17929,190,5.900000095,190,5.900000095,6.5
440232,310000,,31,,,,
440233,3410000,31362,341,10.39999962,341,10.39999962,11.39999962
440234,2150000,35034,215,11.60000038,215,11.60000038,12.80000019
440235,1800000,23794,180,7.900000095,180,7.900000095,8.699999809
440236,2610000,42430,261,14,261,14,15.39999962
440237,800000,25900,80,8.600000381,80,8.600000381,9.5
440238,1500000,18621,150,6.199999809,150,6.199999809,6.800000191
440239,5800000,36435,580,12,487,12.30000019,13.5
440240,5600000,20412,560,6.699999809,436,6.699999809,7.400000095
440241,3300000,27157,330,9,330,9,9.899999619
440242,2930000,35606,293,11.80000019,293,11.80000019,13
440243,20439000,56267,2043.900024,18.60000038,1863.900024,18.60000038,19.39999962
440244,5500000,40666,550,13.39999962,550,13.39999962,14.69999981
440245,5700000,47515,570,15.69999981,570,15.69999981,16.39999962
440246,1500000,16388,150,5.400000095,150,5.400000095,5.900000095
440247,4150000,46307,415,15.30000019,415,15.30000019,16.79999924
440248,9000000,47042,900,15.60000038,800,15.60000038,16.29999924
440249,8250000,45105,825,14.89999962,715,14.89999962,16.39999962
440250,4000000,21874,400,7.199999809,400,7.199999809,7.900000095
440251,3900000,23834,390,7.900000095,328,8.100000381,8.899999619
440252,11000000,28666,1100,9.5,969.7999878,11.39999962,11.89999962
440253,3020000,26081,302,8.600000381,302,8.600000381,9.5
440254,7000000,29208,700,9.699999809,607,9.600000381,10.60000038
440255,7000000,51338,700,17,576,17.89999962,19.70000076
440256,2650000,31989,265,10.60000038,265,10.60000038,11.69999981
440257,1900000,16077,190,5.300000191,190,5.300000191,5.800000191
440258,4130000,70738,413,23.39999962,413,23.39999962,25.70000076
440259,1800000,20694,180,6.800000191,180,6.800000191,7.5
440260,4200000,36173,420,12,420,12,13.19999981
440261,6050000,32685,605,10.80000019,512,10.89999962,12
440262,19500000,48564,1950,16.10000038,1950,16.10000038,17.70000076
440263,3000000,22753,300,7.5,238,8.199999809,9
440264,2900000,24488,290,8.100000381,290,8.100000381,8.899999619
440265,2300000,22658,230,7.5,230,7.5,8.300000191
440266,2300000,20154,230,6.699999809,230,6.699999809,7.400000095
440267,4650000,32158,465,10.60000038,372,10.69999981,11.80000019
440268,4400000,37809,440,12.5,440,12.5,13.80000019
440269,2100000,23708,210,7.800000191,210,7.800000191,8.600000381
440270,4820000,35976,482,11.89999962,482,11.89999962,13.10000038
440271,5150000,37043,515,12.19999981,515,12.19999981,13.39999962
440272,5650000,36352,565,12,470,12,13.19999981
440273,6880000,43367,688,14.30000019,593,14.30000019,15.69999981
440274,5600000,35464,560,11.69999981,465,11.69999981,12.89999962
440275,6300000,35367,630,11.69999981,545,11.69999981,12.89999962
440276,7050000,39616,705,13.10000038,610,13.10000038,14.39999962
440277,1200000,17536,120,5.800000191,120,5.800000191,6.400000095
440278,7300000,39277,730,13,730,13,14.30000019
440279,3000000,29621,300,9.800000191,300,9.800000191,10.80000019
440280,3700000,53445,370,17.70000076,370,17.70000076,19.5
440281,1460000,14994,146,5,146,5,5.5
440282,400000,,40,,,,
440283,400000,,40,,,,
440284,400000,,40,,,,
440285,400000,,40,,,,
440286,3650000,32032,365,10.60000038,365,10.60000038,11.69999981
440287,3750000,26995,375,8.899999619,375,8.899999619,9.800000191
440288,1700000,34453,170,11.39999962,170,11.39999962,12.5
440289,2400000,22737,240,7.5,240,7.5,8.300000191
440290,2250000,42000,225,13.89999962,225,13.89999962,15.30000019
440291,2800000,24115,280,8,280,8,8.800000191
440292,36750000,74093,3675,24.5,,150.0399933,
440293,3650000,35264,365,11.69999981,365,11.69999981,12.89999962
440294,3880000,32123,388,10.60000038,322.8999939,10,11
440295,7300000,37126,730,12.30000019,730,12.30000019,13.5
440296,1000000,20775,100,6.900000095,100,6.900000095,7.599999905
440297,1810000,25435,181,8.399999619,181,8.399999619,9.199999809
440298,3100000,21218,310,7,248,7,7.699999809
440299,3880000,23444,388,7.800000191,326,8.399999619,9.199999809
440300,2850000,24961,285,8.300000191,285,8.300000191,8.699999809
440301,3700000,32673,370,10.80000019,370,10.80000019,11.89999962
440302,750000,1514,75,0.5,,149.8887482,
440303,7300000,41714,730,13.80000019,,52.9375,
440304,6600000,108321,660,35.79999924,660,35.79999924,39.40000153
440305,2850000,30455,285,10.10000038,285,10.10000038,11.10000038
440306,5350000,43345,535,14.30000019,535,14.30000019,15.69999981
440307,2650000,22787,265,7.5,203,7.800000191,8.600000381
440308,4300000,38379,430,12.69999981,430,12.69999981,14
440309,2800000,34026,280,11.19999981,280,11.19999981,11.69999981
440310,7400000,95059,740,31.39999962,740,31.39999962,34.5
440311,2300000,27950,230,9.199999809,230,9.199999809,10.10000038
440312,800000,26891,80,8.899999619,80,8.899999619,9.800000191
440313,5100000,31074,510,10.30000019,444.8999939,9.800000191,10.80000019
440314,3450000,37390,345,12.39999962,345,12.39999962,13.60000038
440315,1450000,19296,145,6.400000095,145,6.400000095,7
440316,850000,29806,85,9.899999619,85,9.899999619,10.89999962
440317,4000000,42689,400,14.10000038,400,14.10000038,15.5
440318,2000000,17808,200,5.900000095,200,5.900000095,6.5
440319,2000000,17771,200,5.900000095,200,5.900000095,6.5
440320,1250000,33702,125,11.10000038,125,11.10000038,12.19999981
440321,3700000,22973,370,7.599999905,308,7.800000191,8.600000381
440322,2800000,22422,280,7.400000095,280,7.400000095,8.100000381
440323,2000000,21904,200,7.199999809,200,7.199999809,7.900000095
440324,2500000,32468,250,10.69999981,250,10.69999981,11.80000019
440325,10400000,38691,1040,12.80000019,866.4000244,11.89999962,13.10000038
440326,5000000,38124,500,12.60000038,500,12.60000038,13.89999962
440327,400000,,40,,,,
440328,300000,,30,,,,
440329,2150000,21696,215,7.199999809,215,7.199999809,7.900000095
440330,1450000,28825,145,9.5,145,9.5,10.5
440331,3700000,28815,370,9.5,370,9.5,10.5
440332,2030000,21292,203,7,203,7,7.699999809
440333,10000000,46812,1000,15.5,870,15.5,17.10000038
440334,9480000,45900,948,15.19999981,853,15.19999981,16.70000076
440335,6400000,45794,640,15.10000038,640,15.10000038,16.60000038
440336,5430000,42404,543,14,543,14,15.39999962
440337,5200000,40557,520,13.39999962,520,13.39999962,14.69999981
440338,350000,,35,,,,
440339,2950000,25403,295,8.399999619,295,8.399999619,9.199999809
440340,2450000,25614,245,8.5,245,8.5,9.399999619
440341,900000,17773,90,5.900000095,90,5.900000095,6.5
440342,10000000,53633,1000,17.70000076,820,17.70000076,19.5
440343,2000000,19254,200,6.400000095,156.6000061,6.400000095,7
440344,1800000,20339,180,6.699999809,180,6.699999809,7.400000095
440345,4200000,35368,420,11.69999981,420,11.69999981,12.89999962
440346,1300000,15562,130,5.099999905,130,5.099999905,5.599999905
440347,29550000,62123,2955,20.5,2685,20.5,22.60000038
440348,29350000,62723,2935,20.70000076,2670,20.70000076,22.79999924
440349,1800000,22828,180,7.5,180,7.5,8.300000191
440350,3750000,25434,375,8.399999619,313,9.199999809,10.10000038
440351,7600000,36856,760,12.19999981,667,12.5,13.80000019
440352,1920000,16581,192,5.5,192,5.5,6.099999905
440353,1920000,16581,192,5.5,192,5.5,6.099999905
440354,2520000,20655,252,6.800000191,252,6.800000191,7.5
440355,8500000,35895,850,11.89999962,850,11.89999962,13.10000038
440356,1780000,26711,178,8.800000191,178,8.800000191,9.699999809
440357,3200000,32030,320,10.60000038,320,10.60000038,11.69999981
440358,2500000,25544,250,8.399999619,250,8.399999619,9.199999809
440359,2100000,26040,210,8.600000381,210,8.600000381,9.5
440360,2810000,20187,281,6.699999809,219,6.599999905,7.300000191
440361,8250000,56553,825,18.70000076,825,18.70000076,20.60000038
440362,522000,,52.20000076,,,,
440363,3500000,29271,350,9.699999809,350,9.699999809,10.69999981
440364,3000000,32360,300,10.69999981,300,10.69999981,11.80000019
440365,2300000,19172,230,6.300000191,168,6.199999809,6.800000191
440366,4450000,38902,445,12.89999962,321,11.60000038,12.80000019
440367,3650000,41294,365,13.69999981,365,13.69999981,15.10000038
440368,1700000,21309,170,7,170,7,7.699999809
440369,2300000,36192,230,12,230,12,13.19999981
440370,1000000,12953,100,4.300000191,100,4.300000191,4.699999809
440371,2850000,20399,285,6.699999809,223,6.699999809,7.400000095
440372,1800000,26102,180,8.600000381,180,8.600000381,9.5
440373,1700000,26018,170,8.600000381,170,8.600000381,9.5
